City,PM2.5,PM10,SO2,NO2,CO,O3,Temp,Humidity,WindSpeed,Pressure
City_C,-0.06508375232245837,0.06607579792603915,-1.6623671353070097,0.5899619155253427,0.7382625711545099,-0.20895447691874336,-1.1924163028911392,-0.8132469616304936,-0.7506705125922776,-0.355356926007712
City_A,-0.29784772794651304,1.598341296446134,-0.04830212864592054,-0.5098224797172778,-0.15296044020349636,-0.12139033178468217,1.4175460343043258,-0.5052103151156648,0.628260279819796,0.9407279070732071
City_C,0.18611969077541285,-1.290775537092046,0.48846004506721624,1.3565050526810087,-1.5222898255129143,0.16313003896145822,1.54235191463,-0.2295006096623072,-0.05374411948556523,-1.40275302639685
City_C,-0.17686767084829902,-0.2450560953734353,0.5667157538938371,-0.8748853029518123,1.2284824054791303,0.7714787000138986,0.8829646575843437,2.0492425777906944,0.617961733716442,-1.0030541675928006
City_A,-0.390464191312095,-0.8221283129667389,-0.4769414032782596,1.8790564814709851,-0.1828471533196352,0.678205723141418,-0.737389011454742,0.22688100690434096,0.2174148792906654,1.0985377167590498
City_A,-1.14725512073407,-2.0903150053188955,-0.39321627454091046,-1.8012960827157003,-1.214229507836304,0.2895349313577251,-0.28833348950553606,-0.4702307610180076,0.496689327228885,-0.1934079935131064
City_C,-0.5796835602940744,-0.12264150590674365,-0.23825556773275405,0.5203154754573399,-0.28577541913873467,1.2506153445199029,0.15664842509403337,-1.198503161631592,-0.5565870062787129,0.28723927944188826
City_B,0.7350059970326771,-0.16573397210513546,0.3042007390587342,0.5635696343060791,-1.1863084557294468,-1.5343557225242506,-0.6803396612572418,0.4837916114648184,0.2103709896022539,-1.3468093527086662
City_C,0.446972574669782,1.6379623029161974,0.014641219426828342,-0.7884881749098877,-0.5792724475924742,0.5417283514565671,-0.39321127812303563,0.013455522755580339,-1.1283956204678411,2.0116953838106277
City_C,-1.2264770140972259,0.6643727392938554,-0.6234534486994938,0.5092775066622693,0.3538453418154934,0.6668509573709499,0.15556342897341566,-0.24797808199713345,1.4308639990202778,1.3206435398086036
City_C,0.7446800235574366,-1.1611652150248932,-0.3631145708093397,1.4189464402870624,0.3590996050206054,-1.2476946602038292,-2.6513663302193544,-2.4269463573725134,-0.7898667047574949,-0.14192601135108998
City_C,0.7304738438061262,2.013706691254151,-1.106925296556624,-1.8391079520246005,-1.1679510184860225,-1.5178386072981926,0.3478022742602868,0.6897736748884561,1.2465417996820374,-0.3564002497274004
City_A,-2.0033669087735015,1.3154142216379672,0.1215190607181974,0.5926259929894347,-0.6653869530506462,-0.7412598579798537,-0.32987394014804683,-0.44409694041634906,-0.32709491082557934,1.151464483205721
City_C,0.4950128541478511,0.6106390223742423,-0.4381726981749386,-1.5450224585850645,1.2487244622298865,-0.6546680872481991,-0.06055250863799618,-1.6161917887444863,0.17603056921168778,2.1532025796781973
City_B,-0.870013170786801,-0.2812631523891445,0.3515884080771361,-0.9694462464707893,0.352276406209074,0.7970259585697171,-0.35004313759290523,-0.08961420721248826,-0.6289632767675236,1.071730372738549
City_A,0.525843470815461,-1.0897457073997565,-0.4633054198338383,1.790896442571172,2.475014826376007,-0.6064452143317066,0.8088011227454419,0.46609317433798636,-1.230754640431666,2.352245548177088
City_B,-0.983920106777189,-0.4420018338104747,1.0148839792340958,0.35971534757345675,1.3783651570412265,-0.8545324586028038,1.1169691865458806,-0.06987785079555511,-1.892082435642354,-1.40275302639685
City_B,0.697355512054118,1.1694978202604702,0.48944343619335406,-1.1909424286088204,1.3344530580337608,-0.6034647507657123,0.2923052066853758,-0.8034701884068249,-1.2761793732139644,-0.7923605084235753
City_B,-1.9621828528518248,2.0473426605380256,0.4145445779551932,-0.15274963700737595,-1.6347867271041034,1.1717199501326323,-0.3211543027596245,1.0433382859400158,-0.43139371714481034,-1.1808690438087208
City_B,-0.06557802201472834,1.670826190758526,0.6380157361069067,2.2576214813032256,0.8682733427321467,0.03742931128542104,-0.02744375651114945,-0.40748077289996204,0.187442176550301,0.5334705721987965
City_A,0.17396975156301156,-0.5706639296989359,-0.5360774620795713,-1.890702684400982,-0.13283276093629662,-0.159857153627189,0.032621175857347307,-1.5132981491878947,-0.7283242248407628,0.25366241267927303
City_A,-1.1435798728849467,-1.2664294782400631,-1.4413516715794,-1.0605542348892258,-0.7429254692850835,-0.08881397616672353,-0.7776468131095335,-2.0901109903076422,-0.5721290207334994,-0.09069236998408456
City_B,0.6028041078399972,0.12396289819516247,0.47860731138864765,1.6507590532844747,0.13812883811911322,1.3496502336885363,0.5839472823698705,1.2936864710465195,-1.0759444208730835,0.9198173314764597
City_B,-2.000641359286409,-1.9821093151717806,-1.196639537949219,2.0340096075005945,1.0904998734399494,-0.7445733002493388,0.4667619929048308,0.6352030709023616,-1.7236160660561182,1.3645863483720628
City_A,-0.19479852142941081,0.32502757293086243,0.5765850772146347,-0.052215027097275844,0.5459596528453048,1.3737069117619491,1.5317024728748427,0.09477822741699056,0.4971955624123371,-1.5348605955122319
City_A,-1.49072620164362,-0.1942532884628478,-1.1874322066691965,-1.2602722152157884,-1.144231980284311,0.24000821906414235,1.250690125277985,-0.3800316176795306,1.5403129569887766,0.4617094504980003
City_A,-0.8578028718496872,-0.5455002507375063,-0.587556262420085,2.287340619241804,0.842048163222064,-0.1405366307394418,-0.6625622326620029,-0.5358875783795664,1.4053345949523828,0.9312605817395405
City_C,-0.06635480159386149,-1.7904703469915815,-0.44124050667024844,0.1525798527401837,-0.8490515639626771,2.5898725326874876,0.07490381633033807,-1.094760802231127,0.7626947153218061,-0.422676510637656
City_C,-1.0938867636453848,0.5350830854671518,1.0795182428768044,0.7800672438978101,0.19776600938285863,-1.0589971300341166,-0.9240450722114385,-0.43617982296740293,0.6802398271635506,-0.770093404383228
City_C,-0.5552740323619401,-0.6190340202174158,-0.22198159069751364,-0.8064079335475524,-0.4394791906651681,-0.3388203065734464,0.6992766397850257,-2.1622909866598663,1.903479177936057,1.1398299321405354
City_B,1.0189958383952902,-1.3219119863551385,-1.5787552481253118,0.0056568849889049476,-0.3359532860369973,-1.240378487506247,-0.36425582966671904,0.00784946975863338,0.32627597372491035,-1.2865856119804715
City_C,-0.77297517944359,-1.2753865940973685,-0.02240399668094739,-0.11277509568677233,0.8711929935722746,-0.15169207666956125,-0.9953104404716702,-0.3129867652541154,0.6890020816750935,-0.24799543195396714
City_B,0.8258967584077163,-0.06179116309679835,-0.937216518578263,0.4097682488211976,-1.3424024903335197,1.7570885032636794,0.28934042325211606,0.6282685706423492,-0.4277843479394136,0.414552255357117
City_B,-1.3986939884317584,1.9234324127344444,-1.594056729799846,1.6013672512169401,2.3158730369094416,1.7373221914285601,-2.6229972110056194,-0.0359605552835799,-1.630440473652144,-0.534198591985706
City_C,-0.09912476073272741,1.8010028122749462,-0.34781901715300784,0.9933242962023207,-1.1039248674105175,1.2797704395327516,-1.7126204806554943,0.8174187137153764,-0.8471249532221655,0.8923755514586504
City_B,1.5116747086171423,-0.5356387572101424,-0.4572663343040698,-1.0882830327463395,-0.8001340350749111,-0.1787034765894403,-0.16165032320721956,1.3839315764415578,-0.06785726017078876,0.3209787126497402
City_C,-1.0953304370091226,-0.6957080298660455,2.815655624709768,1.52210995627838,0.3858991418933876,-0.3506755041166257,0.09456417529799806,1.086508525145786,0.012928628135121726,1.5499191048709637
City_C,-1.02199204825159,0.48563815184732617,0.42993915542572,0.3909188658395941,0.6482586442715129,-1.6905069071660361,-0.3507325348304986,0.4858050149589246,2.1675841805938103,-1.40275302639685
